Date,SMA7,SMA21,EMA7,EMA21,MACD,MACD_signal,RSI,ADX,BB_upper,BB_middle,BB_lower,Stochastic_Oscillator,Williams_R,Price_ROC,OBV,Label
2013-10-28,18.375930108717153,17.725574674136165,18.39194050042446,17.885983237126663,0.37279520999006976,0.2575013695967279,87.33309968300583,42.07989629748332,17.754037861558253,18.762201105643246,16.74587461747326,93.74196493499767,-6.258035065002329,7.854616369533443,14905019515.844654,-1
2013-10-29,18.481447045383884,17.79643798945077,18.455065512143626,17.954933901687976,0.3841930627713275,0.28283970823164784,82.10415900137487,44.58620463013359,17.824381860070144,18.87405497380278,16.774708746337506,81.82177598290855,-18.17822401709146,6.942708375920481,14423029330.813667,-1
2013-10-30,18.560727269798853,17.864889257977214,18.51005843813737,18.020397839363486,0.391185495793124,0.3045088657439431,82.52406354995188,46.893560738170855,17.89255482035965,18.97669170513364,16.80841793558566,83.28967549155665,-16.710324508443353,6.601525295399151,14866671540.335358,1
2013-10-31,18.620555015634448,17.929713301114536,18.55076455765608,18.07971466453155,0.39203409038128,0.3220139106714105,82.37750074141888,49.036105695634035,17.96132409507695,19.060141485857557,16.862506704296344,82.48096205247916,-17.519037947520847,6.059877231126461,14473413073.670174,1
2013-11-01,18.654888530562555,17.993773810073908,18.573765445745337,18.13090134139351,0.3858289980070424,0.3347769281385369,80.23238144150062,50.72252086220635,18.029284011863314,19.120122433606756,16.938445590119873,79.21377302688454,-20.78622697311546,5.366715649422047,14115665147.004545,1
2013-11-04,18.671024014545644,18.060922281632163,18.603746003561294,18.18206373554039,0.38063250649976865,0.34394804381078325,81.12726591294496,52.28847780259493,18.09774880258227,19.174823827694564,17.020673777469977,81.08166021579707,-18.918339784202924,5.076129159886307,14439476975.670485,1
2013-11-05,18.681538202786232,18.127160896258374,18.631660195116083,18.230549102289483,0.3739557469758239,0.3499495844437914,81.51165610779964,53.77096568762109,18.16951877965122,19.20973251302885,17.12930504627359,81.46859022318985,-18.53140977681015,4.521327083279995,14745709215.736643,1
2013-11-06,18.675183861919322,18.193925875715475,18.644262095587216,18.27159625635413,0.3618038635147869,0.3523204402579905,78.85645258607511,54.966117330993754,18.2381488482705,19.221920953073823,17.25437674346718,76.71576092280897,-23.28423907719103,3.1014889937020143,14464333967.690332,1
2013-11-07,18.664322554269518,18.253875636150592,18.62529942012853,18.29857945066307,0.33909342848119195,0.34967503790263077,70.43226134019821,55.14632320982198,18.298430954653607,19.204978588261067,17.391883321046148,62.45104757938171,-37.54895242061829,1.7219303775447865,14188585174.057915,1
2013-11-08,18.65007675234413,18.311615985510144,18.612803715756623,18.323737373570143,0.3179868828991772,0.3433374069019401,70.63749645080021,54.72750236323126,18.35549450463753,19.176898389593546,17.534090619681514,60.54108872830547,-39.45891127169453,0.9394578009083995,14465404369.600607,1
2013-11-11,18.634518012355176,18.365421991859055,18.600595720889853,18.345576861090088,0.2969216298379571,0.3340542514891435,69.78050809188589,54.16495361854793,18.407765792833672,19.137403493361468,17.678128092305876,51.09001296963913,-48.90998703036087,-0.09024158068790882,14203395212.720722,1
2013-11-12,18.62359632228911,18.41531581601067,18.592025860555047,18.365644080950137,0.2772208210063951,0.32268756539259386,69.8618846402528,53.65784755005125,18.455782505789234,19.08792565648529,17.823639355093178,40.08829098783762,-59.91170901216238,-0.4049349234888536,14448084662.536642,1
2013-11-13,18.606583823133068,18.46144049041436,18.587669441145508,18.38464009021984,0.2592873269367395,0.310007517701423,70.16756132902687,53.18696334359005,18.499851358178443,19.027450521647015,17.97225219470987,30.57664110685096,-69.42335889314904,-0.8114042089693744,14678533517.407785,1
2013-11-14,18.59882306653913,18.507528792247225,18.60602144926485,18.409770761438295,0.24918050062011687,0.2978421142851618,73.22101967363602,53.067753724194816,18.543374573161433,18.96215710383021,18.124592042492655,46.16088639162084,-53.83911360837916,0.08923263897110432,14924573475.817585,1
2013-11-15,18.599620128293004,18.55024469964316,18.626427894268065,18.435032258514607,0.24054190779613904,0.28638207298735724,74.0982282795205,53.15475846882483,18.58246583509362,18.886002590229854,18.278929079957383,50.9490751276574,-49.0509248723426,0.06752336294265225,15192177566.704445,1
2013-11-18,18.60957604144782,18.58511521370041,18.629346617160095,18.45349321554384,0.22708029789830064,0.27452171796954594,69.52481185852533,52.9617493121624,18.60836719212474,18.825873966852775,18.390860417396702,44.93147087143456,-55.06852912856544,-0.18626009991112483,14931371503.083643,1
2013-11-19,18.614999247341455,18.60860108982815,18.625329723844164,18.468019199939526,0.21196540135182218,0.2620104546460012,67.28401843587199,52.546810245772804,18.6263267095514,18.770968316953354,18.481685102149445,42.221578319631035,-57.778421680368965,-0.15817965413029428,14686125618.549082,1
